,id_x,name_x,artists_x,new_identifier,popularity_x,duration_ms_x,explicit_x,id_artists_x,release_date_x,danceability_x,energy_x,key_x,loudness_x,mode_x,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,time_signature_x,Labels,Labels_list,id_y,name_y,artists_y,popularity_y,duration_ms_y,explicit_y,id_artists_y,release_date_y,danceability_y,energy_y,key_y,loudness_y,mode_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence_y,tempo_y,time_signature_y,genres,artists_list
10701,4J9RF6DuQ1wX0EspW3staI,only when you leave - 2010 remaster,spandau ballet,only when you leave - 2010 remaster_spandau ballet,44,311467,0,['2urZrEdsq72kx0UzfYN8Yv'],1984-06-22 00:00:00,0.585,0.842,7,-5.683,0,0.0449,0.238,6.92e-06,0.051,0.701,137.28,4,"power, tension","['power', 'tension']",4J9RF6DuQ1wX0EspW3staI,only when you leave - 2010 remaster,spandau ballet,44,311467,0,['2urZrEdsq72kx0UzfYN8Yv'],1984-06-22,0.585,0.842,7,-5.683,0,0.0449,0.238,6.92e-06,0.051,0.701,137.28,4,"['europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']",['spandau ballet']
10702,45fq6kIQtooot7WVRsXAum,history lesson part 2,minutemen,history lesson part 2_minutemen,44,132133,0,['0z6zRFzl5njXWLVAisXQBz'],1984-07-24 00:00:00,0.683,0.241,0,-16.192,1,0.0475,0.348,0.522,0.085,0.727,121.213,4,power,['power'],45fq6kIQtooot7WVRsXAum,history lesson part 2,minutemen,44,132133,0,['0z6zRFzl5njXWLVAisXQBz'],1984-07-24,0.683,0.241,0,-16.192,1,0.0475,0.348,0.522,0.085,0.727,121.213,4,"['alternative rock', 'art rock', 'experimental', 'experimental rock', 'hardcore punk', 'post-hardcore', 'post-punk', 'punk']",['minutemen']
10703,6oKFZQqYHYO1GSWzb1EDfP,cuatro rosas,gabinete caligari,cuatro rosas_gabinete caligari,44,207333,0,['112QHbB1xApqwVJR6n20xy'],1984-02-20 00:00:00,0.534,0.877,10,-3.968,1,0.0254,0.0656,0.000525,0.122,0.706,107.45,4,"tension, sadness","['tension', 'sadness']",6oKFZQqYHYO1GSWzb1EDfP,cuatro rosas,gabinete caligari,44,207333,0,['112QHbB1xApqwVJR6n20xy'],1984-02-20,0.534,0.877,10,-3.968,1,0.0254,0.0656,0.000525,0.122,0.706,107.45,4,"['cantautor', 'spanish new wave', 'spanish pop']",['gabinete caligari']
10704,1jyznfH2Lp3TrIHx5cFQwv,"baby, please don't go",ac/dc,"baby, please don't go_ac/dc",44,300013,0,['711MCceyCBcFnzjGY4Q7Un'],1984-10-15 00:00:00,0.582,0.851,0,-5.637,1,0.0784,0.00014,0.338,0.23,0.663,120.707,4,tenderness,['tenderness'],1jyznfH2Lp3TrIHx5cFQwv,"baby, please don't go",ac/dc,44,300013,0,['711MCceyCBcFnzjGY4Q7Un'],1984-10-15,0.582,0.851,0,-5.637,1,0.0784,0.00014,0.338,0.23,0.663,120.707,4,"['australian rock', 'hard rock', 'rock']",['ac/dc']
10705,1zcf3hko0vK5UgLCg4BiRL,days are numbers (the traveller),the alan parsons project,days are numbers (the traveller)_the alan parsons project,44,291707,0,['2m62cc253Xvd9qYQ8d2X3d'],1984-12-01 00:00:00,0.569,0.609,0,-12.561,1,0.0457,0.534,1.44e-06,0.267,0.36,82.006,4,"nostalgia, tenderness, sadness","['nostalgia', 'tenderness', 'sadness']",1zcf3hko0vK5UgLCg4BiRL,days are numbers (the traveller),the alan parsons project,44,291707,0,['2m62cc253Xvd9qYQ8d2X3d'],1984-12-01,0.569,0.609,0,-12.561,1,0.0457,0.534,1.44e-06,0.267,0.36,82.006,4,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']",['the alan parsons project']
10706,0siySPc0ooo4rNTdwaoXM1,stay the night - 2006 remaster,chicago,stay the night - 2006 remaster_chicago,44,229693,0,['3iDD7bnsjL9J4fO298r0L0'],1984-05-14 00:00:00,0.686,0.662,0,-5.31,1,0.0317,0.11,1.17e-06,0.0569,0.748,84.225,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']",0siySPc0ooo4rNTdwaoXM1,stay the night - 2006 remaster,chicago,44,229693,0,['3iDD7bnsjL9J4fO298r0L0'],1984-05-14,0.686,0.662,0,-5.31,1,0.0317,0.11,1.17e-06,0.0569,0.748,84.225,4,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",['chicago']
10711,1lhmgubpHo0AGAX7BCiO2a,carry on wayward son,kansas,carry on wayward son_kansas,44,321427,0,['2hl0xAkS2AIRAu23TVMBG1'],1984,0.493,0.702,7,-8.625,1,0.0343,0.00201,0.000558,0.467,0.78,127.195,4,"tension, sadness","['tension', 'sadness']",40rseNSmGPjO1SRUcE7Our,carry on wayward son,kansas,41,320907,0,['2hl0xAkS2AIRAu23TVMBG1'],2002-02-21,0.483,0.685,0,-8.941,1,0.0343,0.00184,0.000668,0.457,0.763,127.206,4,"['album rock', 'art rock', 'bow pop', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",['kansas']
10715,6lHsW2WVG6aNmlc8L3aBRj,hazy shade of winter,the bangles,hazy shade of winter_the bangles,44,166920,0,['51l0uqRxGaczYr4271pVIC'],1984,0.489,0.85,5,-7.139,0,0.0428,0.0114,0.0,0.103,0.473,150.44,4,sadness,['sadness'],5bu5x4ilpjNqz4VGO1aJ97,hazy shade of winter,the bangles,20,167133,0,['51l0uqRxGaczYr4271pVIC'],1984,0.5,0.81,5,-9.081,0,0.0463,0.0178,0.0,0.094,0.485,75.253,4,"['album rock', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock']",['the bangles']
10716,4svLdyGQQfbSmucvHtdReA,in my eyes,minor threat,in my eyes_minor threat,44,169320,0,['07PiZYrhllpSXtELkUxlrf'],1984-06-01 00:00:00,0.275,0.958,7,-5.86,1,0.144,0.0343,0.009,0.0554,0.446,161.612,4,sadness,['sadness'],4svLdyGQQfbSmucvHtdReA,in my eyes,minor threat,44,169320,0,['07PiZYrhllpSXtELkUxlrf'],1984-06-01,0.275,0.958,7,-5.86,1,0.144,0.0343,0.009,0.0554,0.446,161.612,4,"['dc hardcore', 'hardcore punk', 'post-hardcore', 'punk', 'ska punk', 'skate punk', 'straight edge']",['minor threat']
10717,0cfR2IzckqlalMMZW9PXCz,quando te vi,beto guedes,quando te vi_beto guedes,44,136267,0,['4ijgnqYvE1INXb1NSVT11m'],1984-07-02 00:00:00,0.385,0.536,3,-7.947,1,0.0294,0.184,1.1e-06,0.232,0.429,113.805,4,sadness,['sadness'],0cfR2IzckqlalMMZW9PXCz,quando te vi,beto guedes,44,136267,0,['4ijgnqYvE1INXb1NSVT11m'],1984-07-02,0.385,0.536,3,-7.947,1,0.0294,0.184,1.1e-06,0.232,0.429,113.805,4,"['bossa nova', 'mpb', 'musica popular mineira']",['beto guedes']
10718,2Hf6NFGwSqZqFXp5at5J9h,a victory of love,alphaville,a victory of love_alphaville,44,257813,0,['0xliTEbFfy5HQHvsTknTkX'],1984-09-27 00:00:00,0.732,0.43,9,-10.281,0,0.0474,0.145,0.000267,0.275,0.652,118.649,4,"tenderness, sadness","['tenderness', 'sadness']",2Hf6NFGwSqZqFXp5at5J9h,a victory of love,alphaville,44,257813,0,['0xliTEbFfy5HQHvsTknTkX'],1984-09-27,0.732,0.43,9,-10.281,0,0.0474,0.145,0.000267,0.275,0.652,118.649,4,"['europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",['alphaville']
10719,4Jq5ea6oLv2WxP8QzvY2RT,the glamorous life - club edit,sheila e.,the glamorous life - club edit_sheila e.,44,394640,0,['6OQrOpxSIfPai3cFaN4v4P'],1984,0.791,0.721,3,-12.218,0,0.0427,0.0256,0.0084,0.149,0.885,127.592,4,tenderness,['tenderness'],4Jq5ea6oLv2WxP8QzvY2RT,the glamorous life - club edit,sheila e.,44,394640,0,['6OQrOpxSIfPai3cFaN4v4P'],1984,0.791,0.721,3,-12.218,0,0.0427,0.0256,0.0084,0.149,0.885,127.592,4,"['freestyle', 'funk', 'minneapolis sound', 'quiet storm', 'rock drums', 'urban contemporary']",['sheila e.']
10720,4YQ9WEYQG7fq0MAUYeB19Y,vamos muy bien,obus,vamos muy bien_obus,44,218133,0,['5OImtJcOmtdm3MkR1yLHkp'],1984-07-01 00:00:00,0.362,0.974,2,-5.585,1,0.0964,0.015,8.29e-06,0.963,0.675,140.218,4,"tension, sadness","['tension', 'sadness']",4YQ9WEYQG7fq0MAUYeB19Y,vamos muy bien,obus,44,218133,0,['5OImtJcOmtdm3MkR1yLHkp'],1984-07-01,0.362,0.974,2,-5.585,1,0.0964,0.015,8.29e-06,0.963,0.675,140.218,4,"['latin metal', 'spanish metal']",['obus']
10721,36IWziKKiPQ65IU4cBQ5l2,love bites,judas priest,love bites_judas priest,44,287733,0,['2tRsMl4eGxwoNabM08Dm4I'],1984,0.476,0.825,6,-6.936,1,0.0589,0.000175,0.0939,0.206,0.252,138.628,4,tenderness,['tenderness'],36IWziKKiPQ65IU4cBQ5l2,love bites,judas priest,44,287733,0,['2tRsMl4eGxwoNabM08Dm4I'],1984,0.476,0.825,6,-6.936,1,0.0589,0.000175,0.0939,0.206,0.252,138.628,4,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'power metal', 'rock']",['judas priest']
10722,2R61SRfdxPbT7pXrgDgqQs,new song - 2008 remastered version,howard jones,new song - 2008 remastered version_howard jones,44,255400,0,['6loBF9iQdE11WSX29fNKqY'],1984-06-12 00:00:00,0.753,0.716,5,-11.656,1,0.0425,0.192,0.0861,0.0677,0.807,112.336,4,"power, tension","['power', 'tension']",2R61SRfdxPbT7pXrgDgqQs,new song - 2008 remastered version,howard jones,44,255400,0,['6loBF9iQdE11WSX29fNKqY'],1984-06-12,0.753,0.716,5,-11.656,1,0.0425,0.192,0.0861,0.0677,0.807,112.336,4,"['art rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",['howard jones']
10723,1OZndFlWMi0FkjGyIbV1DS,mentalidad televisiva,los prisioneros,mentalidad televisiva_los prisioneros,44,256396,0,['2mSHY8JOR0nRi3mtHqVa04'],1984,0.357,0.917,7,-6.894,1,0.0579,0.0693,0.0,0.603,0.834,190.001,4,sadness,['sadness'],1OZndFlWMi0FkjGyIbV1DS,mentalidad televisiva,los prisioneros,44,256396,0,['2mSHY8JOR0nRi3mtHqVa04'],1984,0.357,0.917,7,-6.894,1,0.0579,0.0693,0.0,0.603,0.834,190.001,4,"['chilean hardcore', 'chilean rock', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol', 'ska chileno']",['los prisioneros']
10724,4DYrRcGMv6zovQkKpA5ymp,thrills in the night,kiss,thrills in the night_kiss,44,261427,0,['07XSN3sPlIlB2L2XNcTwJw'],1984-09-13 00:00:00,0.539,0.809,3,-6.153,1,0.0656,0.139,0.0,0.473,0.488,116.255,4,"tension, sadness","['tension', 'sadness']",4DYrRcGMv6zovQkKpA5ymp,thrills in the night,kiss,44,261427,0,['07XSN3sPlIlB2L2XNcTwJw'],1984-09-13,0.539,0.809,3,-6.153,1,0.0656,0.139,0.0,0.473,0.488,116.255,4,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",['kiss']
10725,58OoLCgCm83Wogp7JLl30g,thy word,amy grant,thy word_amy grant,44,200987,0,['72Nhcx7prNk2ZCxhx0Y5es'],1984,0.415,0.311,3,-13.62,1,0.0352,0.883,9.54e-06,0.103,0.355,163.744,4,sadness,['sadness'],58OoLCgCm83Wogp7JLl30g,thy word,amy grant,44,200987,0,['72Nhcx7prNk2ZCxhx0Y5es'],1984,0.415,0.311,3,-13.62,1,0.0352,0.883,9.54e-06,0.103,0.355,163.744,4,"['adult standards', 'christian alternative rock', 'christian music']",['amy grant']
10726,5OYuozhtk3Q5wWjA5Ix48H,whaling,dd smash,whaling_dd smash,44,225360,0,['0rKSyMwFvVU71d3K8sKwP8'],1984,0.604,0.506,0,-12.619,1,0.0288,0.00922,6.79e-05,0.132,0.451,113.668,4,tenderness,['tenderness'],5OYuozhtk3Q5wWjA5Ix48H,whaling,dd smash,44,225360,0,['0rKSyMwFvVU71d3K8sKwP8'],1984,0.604,0.506,0,-12.619,1,0.0288,0.00922,6.79e-05,0.132,0.451,113.668,4,"['classic nz pop', 'kiwi rock']",['dd smash']
10727,0E3gdEF4z9cBFfFqA7i72k,thank you for sending me an angel - live,talking heads,thank you for sending me an angel - live_talking heads,44,129800,0,['2x9SpqnPi8rlE9pjHBwmSC'],1984,0.6,0.921,0,-8.631,1,0.0464,0.0024,0.0599,0.7,0.634,138.116,4,"tenderness, tension","['tenderness', 'tension']",0E3gdEF4z9cBFfFqA7i72k,thank you for sending me an angel - live,talking heads,44,129800,0,['2x9SpqnPi8rlE9pjHBwmSC'],1984,0.6,0.921,0,-8.631,1,0.0464,0.0024,0.0599,0.7,0.634,138.116,4,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",['talking heads']
10728,7anJBerQqBKIbbKvLf9eAq,ivo,cocteau twins,ivo_cocteau twins,44,233160,0,['5Wabl1lPdNOeIn0SQ5A1mp'],1984-11-01 00:00:00,0.338,0.677,2,-11.843,1,0.0453,0.0131,0.00162,0.105,0.223,187.631,3,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']",7anJBerQqBKIbbKvLf9eAq,ivo,cocteau twins,44,233160,0,['5Wabl1lPdNOeIn0SQ5A1mp'],1984-11-01,0.338,0.677,2,-11.843,1,0.0453,0.0131,0.00162,0.105,0.223,187.631,3,"['alternative rock', 'art pop', 'art rock', 'dream pop', 'ethereal wave', 'melancholia', 'new wave', 'scottish indie', 'shoegaze']",['cocteau twins']
10729,7ytUUv11hwMJqZLaLK20Zq,girl gone bad - 2015 remaster,van halen,girl gone bad - 2015 remaster_van halen,44,273893,0,['2cnMpRsOVqtPMfq7YiFE6K'],1984-01-04 00:00:00,0.208,0.965,5,-4.248,1,0.118,0.00231,0.00077,0.118,0.152,152.975,4,"power, tension","['power', 'tension']",7ytUUv11hwMJqZLaLK20Zq,girl gone bad - 2015 remaster,van halen,44,273893,0,['2cnMpRsOVqtPMfq7YiFE6K'],1984-01-04,0.208,0.965,5,-4.248,1,0.118,0.00231,0.00077,0.118,0.152,152.975,4,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",['van halen']
10731,3sCrJuZdKyENc8vGSrLvtO,losfer words (big 'orra) - 2015 remaster,iron maiden,losfer words (big 'orra) - 2015 remaster_iron maiden,44,255373,0,['6mdiAmATAx73kdxrNrnlao'],1984,0.354,0.98,7,-5.028,1,0.0502,0.000785,0.858,0.173,0.579,154.623,4,"power, tension","['power', 'tension']",1szyXwRucaH31QJOph4ej8,losfer words (big 'orra) - 2015 remaster,iron maiden,37,255373,0,['6mdiAmATAx73kdxrNrnlao'],1984-09-03,0.354,0.98,7,-5.028,1,0.0502,0.000785,0.858,0.173,0.579,154.623,4,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']",['iron maiden']
10733,6lTaVAtnxa69VgRwxOcMsJ,valotte,julian lennon,valotte_julian lennon,44,257040,0,['4Tvos0a5rRrBu4Oodu5f79'],1984-01-01 00:00:00,0.571,0.512,0,-9.73,1,0.0259,0.238,0.0773,0.0998,0.188,72.17,4,sadness,['sadness'],3r7wIvLStJVlbTZsibIL2t,valotte,julian lennon,25,254507,0,['4Tvos0a5rRrBu4Oodu5f79'],1984,0.563,0.419,0,-13.735,1,0.0261,0.168,0.0671,0.0986,0.22,72.233,4,"['beatlesque', 'new wave pop']",['julian lennon']
10735,16Zkdh7oAYAlOncLGMft0Q,hawaii-bombay,mecano,hawaii-bombay_mecano,44,250333,0,['5BMgsAFg8rZQc3tqs5BB8G'],1984,0.562,0.704,3,-7.129,1,0.0931,0.367,0.017,0.285,0.622,199.49,4,sadness,['sadness'],7HmVbwMjUNPdUaCG7uJ5K1,hawaii-bombay,mecano,51,253573,0,['5BMgsAFg8rZQc3tqs5BB8G'],1984,0.718,0.703,3,-7.111,1,0.0447,0.389,0.00937,0.113,0.587,99.853,4,"['latin', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']",['mecano']
10736,2vNLXrN1vACIVZKeb3uDy7,somebody's doin' me right,keith whitley,somebody's doin' me right_keith whitley,44,227467,0,['0bc7dhY6YXL35m1G0jVwuW'],1984,0.574,0.498,5,-9.131,1,0.0256,0.656,0.000415,0.111,0.683,174.177,4,tenderness,['tenderness'],2vNLXrN1vACIVZKeb3uDy7,somebody's doin' me right,keith whitley,44,227467,0,['0bc7dhY6YXL35m1G0jVwuW'],1984,0.574,0.498,5,-9.131,1,0.0256,0.656,0.000415,0.111,0.683,174.177,4,"['country', 'country rock']",['keith whitley']
10738,270N4xGB60dza0AoB1tT9a,caribbean queen (no more love on the run),billy ocean,caribbean queen (no more love on the run)_billy ocean,44,475227,0,['5IDs1CK15HegSAhGEbSYXo'],1984-09-12 00:00:00,0.805,0.672,5,-6.281,1,0.0272,0.132,0.00235,0.0822,0.969,113.849,4,tenderness,['tenderness'],4JEylZNW8SbO4zUyfVrpb7,caribbean queen (no more love on the run),billy ocean,69,244427,0,['5IDs1CK15HegSAhGEbSYXo'],2010-04-26,0.79,0.649,5,-7.507,1,0.0265,0.166,8.87e-05,0.092,0.954,113.798,4,"['disco', 'mellow gold', 'motown', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']",['billy ocean']
10740,2KCUKZnPjCaJoEf8alkkLL,helpless (you took my love),the flirts,helpless (you took my love)_the flirts,44,464400,0,['3tjF6wLt90r7qSWukrn401'],1984-06-08 00:00:00,0.801,0.689,2,-7.314,1,0.0318,0.026,0.683,0.126,0.89,117.777,4,"nostalgia, tenderness, sadness","['nostalgia', 'tenderness', 'sadness']",5PUQtfBEz6bk8oxrjhqoUe,helpless (you took my love),the flirts,25,464400,0,['3tjF6wLt90r7qSWukrn401'],1982-01-01,0.801,0.689,2,-7.314,1,0.0318,0.026,0.683,0.126,0.89,117.777,4,"['hi-nrg', 'italian disco']",['the flirts']
10748,6JRLFiX9NJSoRRKxowlBYr,is this love,bob marley & the wailers,is this love_bob marley & the wailers,76,232200,0,['2QsynagSdAqZj3U9HgDzjD'],1978,0.776,0.559,6,-8.375,0,0.103,0.11,0.0,0.0671,0.758,122.242,4,tenderness,['tenderness'],2sevvnMrqH607r5lwk3kFT,is this love,bob marley & the wailers,66,230733,0,['2QsynagSdAqZj3U9HgDzjD'],2002-01-01,0.775,0.559,6,-8.377,0,0.088,0.108,0.0,0.0945,0.804,122.229,4,"['reggae', 'roots reggae']",['bob marley & the wailers']
10749,1sLTxLJzyoBJiPzv420KAx,state of shock,"the jacksons, mick jagger","state of shock_the jacksons, mick jagger",44,271000,0,"['2yrbLiuBmc9j81lTX3XUuI', '3d2pb1dHTm8b61zAGVUVvO']",1984-10-30 00:00:00,0.98,0.846,8,-7.696,0,0.139,0.283,0.149,0.052,0.891,121.562,4,tenderness,['tenderness'],1sLTxLJzyoBJiPzv420KAx,state of shock,"the jacksons, mick jagger",44,271000,0,"['2yrbLiuBmc9j81lTX3XUuI', '3d2pb1dHTm8b61zAGVUVvO']",1984-10-30,0.98,0.846,8,-7.696,0,0.139,0.283,0.149,0.052,0.891,121.562,4,"['disco', 'funk', 'motown', 'quiet storm', 'soul']","['the jacksons', ' mick jagger']"
10750,1cQo1U4ol0bprDepgRZxDI,living next door to alan,kevin bloody wilson,living next door to alan_kevin bloody wilson,44,275671,1,['5RSNr43Y2rXK0iCVsHt91C'],1984-01-01 00:00:00,0.476,0.422,7,-13.849,1,0.0751,0.613,0.0,0.918,0.778,67.637,4,"power, tension","['power', 'tension']",1cQo1U4ol0bprDepgRZxDI,living next door to alan,kevin bloody wilson,44,275671,1,['5RSNr43Y2rXK0iCVsHt91C'],1984-01-01,0.476,0.422,7,-13.849,1,0.0751,0.613,0.0,0.918,0.778,67.637,4,"['australian comedy', 'australian country', 'australian rock', 'comic']",['kevin bloody wilson']
10751,6kXQ0gfy6miSSdipvtsntD,nena,diego verdaguer,nena_diego verdaguer,44,162717,0,['2UFqwY8A3PLcx8pAkg9g5P'],1984-04-01 00:00:00,0.841,0.587,6,-9.596,1,0.0282,0.682,1.47e-05,0.131,0.968,113.662,4,sadness,['sadness'],6kXQ0gfy6miSSdipvtsntD,nena,diego verdaguer,44,162717,0,['2UFqwY8A3PLcx8pAkg9g5P'],1984-04-01,0.841,0.587,6,-9.596,1,0.0282,0.682,1.47e-05,0.131,0.968,113.662,4,"['latin', 'latin pop', 'ranchera', 'regional mexican']",['diego verdaguer']
10752,7F1FamJw5Vy5cAYzkDAtJx,color my love,fun fun,color my love_fun fun,44,246107,0,['44NpcgfV0tBVBVNzmtUBhZ'],1984,0.685,0.655,5,-11.046,1,0.0499,0.0167,0.363,0.07,0.816,122.003,4,tenderness,['tenderness'],7F1FamJw5Vy5cAYzkDAtJx,color my love,fun fun,44,246107,0,['44NpcgfV0tBVBVNzmtUBhZ'],1984,0.685,0.655,5,-11.046,1,0.0499,0.0167,0.363,0.07,0.816,122.003,4,"['hi-nrg', 'italian disco', 'post-disco']",['fun fun']
10753,09yNpKEL7HKA2fmzizcF6N,runner,bakufu slump,runner_bakufu slump,44,288160,0,['38S2jSY9Fr0AcZZWMrKuqC'],1984,0.665,0.98,11,-6.499,1,0.0371,0.157,6.58e-05,0.114,0.844,125.447,4,"nostalgia, tenderness, sadness","['nostalgia', 'tenderness', 'sadness']",09yNpKEL7HKA2fmzizcF6N,runner,bakufu slump,44,288160,0,['38S2jSY9Fr0AcZZWMrKuqC'],1984,0.665,0.98,11,-6.499,1,0.0371,0.157,6.58e-05,0.114,0.844,125.447,4,['classic j-rock'],['bakufu slump']
10754,1qRbIDeJnmfnglzlJI8kOK,what a day that was - live; edit,talking heads,what a day that was - live; edit_talking heads,44,360640,0,['2x9SpqnPi8rlE9pjHBwmSC'],1984,0.558,0.874,2,-8.982,1,0.0358,0.1,0.0158,0.822,0.727,145.971,4,sadness,['sadness'],1qRbIDeJnmfnglzlJI8kOK,what a day that was - live; edit,talking heads,44,360640,0,['2x9SpqnPi8rlE9pjHBwmSC'],1984,0.558,0.874,2,-8.982,1,0.0358,0.1,0.0158,0.822,0.727,145.971,4,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",['talking heads']
10756,1iUU0K9bFKJw6dVZp5ZXyY,ahora decide,pimpinela,ahora decide_pimpinela,44,215600,0,['7E7CVSqFdLyh0K4AE9uTMo'],1984-07-15 00:00:00,0.368,0.511,11,-9.998,0,0.0485,0.497,0.0,0.207,0.423,170.871,3,tension,['tension'],4i9ra3P2uFaF0PiaNKKBY2,ahora decide,pimpinela,45,216733,0,['7E7CVSqFdLyh0K4AE9uTMo'],2007-03-06,0.282,0.582,11,-7.5,0,0.0428,0.36,0.0,0.108,0.498,170.932,3,"['cancion melodica', 'latin', 'latin pop']",['pimpinela']
10757,3897s4XOWQczz0a0FOEiJy,black coffee,black flag,black coffee_black flag,44,295800,0,['5Mhs3Eu8lU6sRCtRYsmABV'],1984-12-01 00:00:00,0.287,0.886,11,-10.937,0,0.0691,0.161,0.0175,0.347,0.279,163.245,4,"tension, sadness","['tension', 'sadness']",3897s4XOWQczz0a0FOEiJy,black coffee,black flag,44,295800,0,['5Mhs3Eu8lU6sRCtRYsmABV'],1984-12-01,0.287,0.886,11,-10.937,0,0.0691,0.161,0.0175,0.347,0.279,163.245,4,"['alternative rock', 'california hardcore', 'hardcore punk', 'punk', 'ska punk']",['black flag']
10758,7rJ2PColybkMZYY92gsIBl,three little birds - dub,bob marley & the wailers,three little birds - dub_bob marley & the wailers,43,320187,0,['2QsynagSdAqZj3U9HgDzjD'],1984-05-01 00:00:00,0.786,0.604,9,-8.839,1,0.101,0.0519,0.000124,0.0486,0.74,74.283,4,power,['power'],7rJ2PColybkMZYY92gsIBl,three little birds - dub,bob marley & the wailers,43,320187,0,['2QsynagSdAqZj3U9HgDzjD'],1984-05-01,0.786,0.604,9,-8.839,1,0.101,0.0519,0.000124,0.0486,0.74,74.283,4,"['reggae', 'roots reggae']",['bob marley & the wailers']
10760,7LU70CH6cL0xLrYAZsiIi2,the duellists - 2015 remaster,iron maiden,the duellists - 2015 remaster_iron maiden,43,368013,0,['6mdiAmATAx73kdxrNrnlao'],1984,0.345,0.971,2,-5.317,1,0.0465,0.0112,0.249,0.418,0.633,80.125,4,"power, tension, sadness","['power', 'tension', 'sadness']",5o0QctABsWrclcH3f6CDXY,the duellists - 2015 remaster,iron maiden,36,368013,0,['6mdiAmATAx73kdxrNrnlao'],1984-09-03,0.345,0.971,2,-5.317,1,0.0465,0.0112,0.249,0.418,0.633,80.125,4,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']",['iron maiden']
10761,2KCB47p9nvR5ZyT5hJKZi9,girlfriend is better - live,talking heads,girlfriend is better - live_talking heads,43,306427,0,['2x9SpqnPi8rlE9pjHBwmSC'],1984,0.648,0.794,0,-7.879,1,0.0443,0.0378,3.3e-05,0.712,0.834,126.96,4,tension,['tension'],2KCB47p9nvR5ZyT5hJKZi9,girlfriend is better - live,talking heads,43,306427,0,['2x9SpqnPi8rlE9pjHBwmSC'],1984,0.648,0.794,0,-7.879,1,0.0443,0.0378,3.3e-05,0.712,0.834,126.96,4,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",['talking heads']
10762,5El6bpLd8nYPsvWgZLdHio,go! - club mix,tones on tail,go! - club mix_tones on tail,43,268773,0,['5aBEGOeWQCJfptic9xyaAb'],1984,0.562,0.809,0,-6.791,1,0.0385,0.0276,0.23,0.11,0.451,174.527,4,sadness,['sadness'],5El6bpLd8nYPsvWgZLdHio,go! - club mix,tones on tail,43,268773,0,['5aBEGOeWQCJfptic9xyaAb'],1984,0.562,0.809,0,-6.791,1,0.0385,0.0276,0.23,0.11,0.451,174.527,4,"['dark wave', 'dream pop', 'gothic rock', 'industrial', 'industrial rock', 'new romantic', 'new wave', 'post-punk', 'uk post-punk']",['tones on tail']
10763,6HFpfx0Efw1ckqKTLVrMQy,hello again,the cars,hello again_the cars,43,228867,0,['6DCIj8jNaNpBz8e5oKFPtp'],1984-03-13 00:00:00,0.861,0.834,11,-7.626,0,0.0464,0.218,0.0264,0.23,0.914,129.109,4,"tension, sadness","['tension', 'sadness']",6HFpfx0Efw1ckqKTLVrMQy,hello again,the cars,43,228867,0,['6DCIj8jNaNpBz8e5oKFPtp'],1984-03-13,0.861,0.834,11,-7.626,0,0.0464,0.218,0.0264,0.23,0.914,129.109,4,"['album rock', 'art rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock', 'soft rock']",['the cars']
